   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 659,           980,             323,              0,      3140,        6225,       2999
 660,           984,             326,           1001,      3153,        6236,       4000
 661,           986,             327,              0,      3157,        6247,       4001
 662,           987,             327,              0,      3144,        6258,       3000
 663,           988,             327,              0,      3155,        6269,       4001
 664,           989,             327,           1000,      3167,        6280,       3000
 665,           990,             327,              0,      3170,        6291,       4000
 666,           991,             327,              0,      3176,        6302,       4000
 667,           992,             327,              0,      3189,        6313,       3000
 668,           994,             328,           1000,      3186,        6324,       4000
 669,           995,             328,              0,      3188,        6335,       4001
 670,           996,             328,              0,      3203,        6346,       3000
 671,           997,             328,           1000,      3199,        6357,       4001
 672,           999,             329,              0,      3199,        6368,       4000
 673,          1003,             332,              0,      3205,        6379,       3000
 674,          1004,             332,           1000,      3212,        6390,       4001
 675,          1005,             332,              0,      3211,        6401,       4000
 676,          1006,             332,              0,      3232,        6412,       3000
 677,          1007,             332,           1000,      3240,        6423,       3003
 678,          1008,             332,              0,      3246,        6434,       4000
 679,          1009,             332,              0,      3251,        6445,       3000
 680,          1011,             333,            999,      3244,        6456,       4001
 681,          1012,             333,              0,      3250,        6467,       4000
 682,          1013,             333,              0,      3260,        6478,       3000
 683,          1014,             333,           1000,      3264,        6489,       4000
 684,          1015,             333,              0,      3251,        6500,       4000
 685,          1016,             333,           1001,      3255,        6511,       3000
 686,          1018,             334,              0,      3273,        6522,       4000
 687,          1021,             336,              0,      3295,        6533,       4001
 688,          1023,             337,            999,      3293,        6544,       4000
 689,          1025,             338,              0,      3294,        6555,       4001
 690,          1026,             338,           1000,      3303,        6566,       4000
 691,          1027,             338,              0,      3304,        6577,       4000
 692,          1028,             338,              0,      3308,        6588,       4000
 693,          1030,             339,              0,      3312,        6599,       4001
 694,          1031,             339,           1000,      3317,        6610,       3001
 695,          1035,             342,              0,      3328,        6621,       4000
 696,          1036,             342,           1000,      3343,        6632,       3001
 697,          1037,             342,              0,      3346,        6643,       4000
 698,          1038,             342,            999,      3347,        6654,       3001
 699,          1040,             343,              0,      3344,        6665,       4000
 700,          1043,             345,           1001,      3383,        6676,       3999
 701,          1044,             345,              0,      3382,        6687,       4001
 702,          1049,             349,           1000,      3386,        6698,       4000
 703,          1050,             349,              0,      3385,        6709,       4001
 704,          1051,             349,            999,      3393,        6720,       4001
 705,          1052,             349,            999,      3395,        6731,       4001
 706,          1055,             351,              0,      3403,        6742,       3000
 707,          1056,             351,              0,      3418,        6753,       5000
 708,          1058,             352,           1000,      3408,        6764,       6000
 709,          1059,             352,              0,      3411,        6775,       5000
 710,          1060,             352,           1000,      3428,        6786,       5002
 711,          1061,             352,              0,      3424,        6797,       5000
 712,          1062,             352,           1000,      3433,        6808,       5001
 713,          1063,             352,              0,      3443,        6819,       2999
 714,          1065,             353,              0,      3446,        6830,       4000
 715,          1068,             355,           1000,      3435,        6841,       4001
 716,          1069,             355,              0,      3468,        6852,       4000
 717,          1070,             355,              0,      3468,        6863,       4001
 718,          1071,             355,           1000,      3478,        6874,       4000
 719,          1072,             355,              0,      3480,        6885,       3000
 720,          1073,             355,              0,      3478,        6896,       4000
 721,          1074,             355,           1000,      3486,        6907,       4000
 722,          1075,             355,              0,      3501,        6918,       4000
 723,          1077,             356,              0,      3493,        6929,       4001
 724,          1078,             356,            999,      3509,        6940,       4000
 725,          1079,             356,           1000,      3526,        6951,       4000
 726,          1080,             356,              0,      3515,        6962,       3000
 727,          1081,             356,              0,      3517,        6973,       4000
 728,          1082,             356,           1000,      3536,        6984,       4001
 729,          1083,             356,           1000,      3538,        6995,       4000
 730,          1084,             356,              0,      3533,        7006,       4000
 731,          1085,             356,              0,      3544,        7017,       4000
 732,          1086,             356,           1000,      3553,        7028,       4001
 733,          1087,             356,            999,      3553,        7039,       4001
 734,          1089,             357,              0,      3573,        7050,       4000
 735,          1090,             357,              0,      3575,        7061,       4000
 736,          1091,             357,              0,      3571,        7072,       4000
 737,          1092,             357,           1000,      3575,        7083,       4000
 738,          1094,             358,           1000,      3588,        7094,       4000
 739,          1097,             360,              0,      3598,        7105,       4000
 740,          1102,             364,              0,      3598,        7116,       4000
 741,          1103,             364,              0,      3600,        7127,       4000
 742,          1104,             364,              0,      3613,        7138,       4001
 743,          1105,             364,           1000,      3618,        7149,       4000
 744,          1106,             364,           1000,      3623,        7160,       4000
 745,          1109,             366,           1000,      3630,        7171,       4000
 746,          1113,             369,           1000,      3648,        7182,       4000
 747,          1116,             371,           1000,      3638,        7193,       4001
 748,          1117,             371,              0,      3647,        7204,       4000
 749,          1118,             371,              0,      3664,        7215,       5001
 750,          1119,             371,              0,      3656,        7226,       4000
 751,          1121,             372,              0,      3664,        7237,       4000
 752,          1122,             372,           1000,      3691,        7248,       4000
 753,          1123,             372,           1000,      3691,        7259,       4000
 754,          1125,             373,              0,      3700,        7270,       4001
 755,          1127,             374,              0,      3709,        7281,       4001
 756,          1130,             376,              0,      3706,        7292,       3999
 757,          1131,             376,              0,      3715,        7303,       3999
 758,          1132,             376,           1001,      3714,        7314,       3999
 759,          1133,             376,           1000,      3708,        7325,       5002
 760,          1135,             377,              0,      3754,        7336,       4000
 761,          1136,             377,              0,      3765,        7347,       5001
 762,          1140,             380,              0,      3761,        7358,       5001
 763,          1142,             381,            999,      3767,        7369,       5001
 764,          1143,             381,              0,      3766,        7380,       4001
 765,          1144,             381,           1000,      3762,        7391,       4000
 766,          1145,             381,            999,      3784,        7402,       4001
 767,          1146,             381,           1000,      3790,        7413,       4001
 768,          1149,             383,           1000,      3801,        7424,       4000
 769,          1151,             384,            999,      3803,        7435,       4001
 770,          1152,             384,              0,      3814,        7446,       4000
 771,          1153,             384,              0,      3822,        7457,       4000
 772,          1154,             384,              0,      3791,        7468,       4000
 773,          1156,             385,              0,      3795,        7479,       5002
 774,          1159,             387,              0,      3819,        7490,       5000
 775,          1160,             387,              0,      3820,        7501,       5001
 776,          1161,             387,              0,      3821,        7512,       5001
 777,          1162,             387,              0,      3825,        7523,       5000
 778,          1163,             387,              0,      3842,        7534,       5000
 779,          1164,             387,              0,      3839,        7545,       5001
 780,          1165,             387,              0,      3842,        7556,       5001
 781,          1166,             387,              0,      3848,        7567,       5000
 782,          1167,             387,              0,      3851,        7578,       4001
 783,          1168,             387,              0,      3863,        7589,       4001
 784,          1169,             387,              0,      3864,        7600,       4000
 785,          1170,             387,              0,      3867,        7611,       5001
 786,          1171,             387,              0,      3869,        7622,       5001
 787,          1172,             387,              0,      3873,        7633,       3999
 788,          1173,             387,              0,      3877,        7644,       4001
 789,          1175,             388,           1000,      3869,        7655,       4000
 790,          1176,             388,           1000,      3890,        7666,       4001
 791,          1178,             389,              0,      3898,        7677,       4000
 792,          1179,             389,              0,      3890,        7688,       5000
 793,          1180,             389,              0,      3897,        7699,       5001
 794,          1181,             389,              0,      3927,        7710,       4000
 795,          1182,             389,              0,      3922,        7721,       3999
 796,          1183,             389,           1000,      3913,        7732,       4002
 797,          1184,             389,            998,      3934,        7743,       4000
 798,          1185,             389,           1001,      3937,        7754,       4000
 799,          1186,             389,              0,      3932,        7765,       4001
 800,          1188,             390,            999,      3945,        7776,       4001
 801,          1189,             390,            999,      3948,        7787,       5001
 802,          1190,             390,              0,      3957,        7798,       5001
 803,          1191,             390,              0,      3952,        7809,       4000
 804,          1192,             390,           1000,      3952,        7820,       4652
 805,          1193,             390,           1002,      3961,        7831,       4001
 806,          1194,             390,            999,      3965,        7842,       4001
 807,          1195,             390,              0,      3972,        7853,       5000
 808,          1196,             390,              0,      3985,        7864,       5002
 809,          1197,             390,            999,      3984,        7875,       6001
 810,          1198,             390,            999,      3988,        7886,       5002
 811,          1200,             391,              0,      3995,        7897,       6000
 812,          1202,             392,           1000,      4002,        7908,       4001
 813,          1203,             392,              0,      4011,        7919,       4000
 814,          1204,             392,              0,      4022,        7930,       5000
 815,          1206,             393,              0,      4017,        7941,       5000
 816,          1208,             394,              0,      4027,        7952,       4001
 817,          1210,             395,           1001,      4029,        7963,       4998
 818,          1215,             399,           1001,      4041,        7974,       5000
 819,          1216,             399,           1001,      4034,        7985,       4000
 820,          1217,             399,              0,      4034,        7996,       6000
 821,          1218,             399,           1001,      4049,        8007,       4999
 822,          1219,             399,              0,      4065,        8018,       4002
 823,          1220,             399,            999,      4059,        8029,       5000
 824,          1221,             399,              0,      4065,        8040,       4000
 825,          1222,             399,           1000,      4070,        8051,       5000
 826,          1223,             399,              0,      4076,        8062,       5001
 827,          1225,             400,            999,      4083,        8073,       5001
 828,          1228,             402,              0,      4097,        8084,       5001
 829,          1230,             403,           1000,      4099,        8095,       5002
 830,          1231,             403,              0,      4114,        8106,       4001
 831,          1232,             403,              0,      4121,        8117,       4999
 832,          1233,             403,              0,      4114,        8128,       4000
 833,          1234,             403,              0,      4119,        8139,       5002
 834,          1235,             403,            999,      4120,        8150,       4000
 835,          1236,             403,              0,      4123,        8161,       5001
 836,          1240,             406,              0,      4138,        8172,       4000
 837,          1241,             406,              0,      4142,        8183,       5000
 838,          1242,             406,              0,      4135,        8194,       5001
 839,          1243,             406,              0,      4135,        8205,       3999
 840,          1244,             406,              0,      4155,        8216,       4999
 841,          1245,             406,           1000,      4159,        8227,       5001
 842,          1246,             406,              0,      4162,        8238,       4000
 843,          1247,             406,           1000,      4176,        8249,       5000
 844,          1248,             406,              0,      4185,        8260,       5001
 845,          1249,             406,           1000,      4186,        8271,       5001
 846,          1250,             406,              0,      4200,        8282,       4002
 847,          1251,             406,              0,      4213,        8293,       4998
 848,          1252,             406,            999,      4194,        8304,       5000
 849,          1253,             406,              0,      4196,        8315,       5001
 850,          1255,             407,           1000,      4206,        8326,       5000
 851,          1256,             407,              0,      4213,        8337,       5001
 852,          1257,             407,              0,      4219,        8348,       5000
 853,          1259,             408,           1000,      4231,        8359,       5000
 854,          1260,             408,              0,      4231,        8370,       4001
 855,          1261,             408,              0,      4238,        8381,       5000
 856,          1262,             408,            999,      4246,        8392,       5001
 857,          1264,             409,              0,      4253,        8403,       4001
 858,          1266,             410,              0,      4260,        8414,       5001
 859,          1268,             411,           1000,      4267,        8425,       4999
 860,          1270,             412,              0,      4265,        8436,       5001
 861,          1271,             412,              0,      4261,        8447,       5001
 862,          1272,             412,           1001,      4279,        8458,       5000
 863,          1273,             412,              0,      4291,        8469,       4001
 864,          1274,             412,              0,      4304,        8480,       5000
 865,          1276,             413,              0,      4310,        8491,       5000
 866,          1278,             414,            999,      4316,        8502,       5001
 867,          1282,             417,              0,      4319,        8513,       5000
 868,          1283,             417,              0,      4323,        8524,       4000
 869,          1284,             417,              0,      4319,        8535,       5001
 870,          1285,             417,              0,      4339,        8546,       5002
 871,          1286,             417,            999,      4328,        8557,       5000
 872,          1288,             418,              0,      4355,        8568,       4000
 873,          1289,             418,              0,      4356,        8579,       5001
 874,          1290,             418,            999,      4353,        8590,       5001
 875,          1291,             418,            999,      4366,        8601,       5000
 876,          1292,             418,            999,      4382,        8612,       5001
 877,          1294,             419,              0,      4386,        8623,       5001
 878,          1296,             420,              0,      4377,        8634,       5000
 879,          1297,             420,              0,      4379,        8645,       5001
 880,          1298,             420,           1000,      4402,        8656,       4999
 881,          1300,             421,           1000,      4405,        8667,       5001
 882,          1301,             421,           1001,      4422,        8678,       4999
 883,          1302,             421,            999,      4425,        8689,       5002
 884,          1303,             421,            999,      4418,        8700,       5001
 885,          1305,             422,              0,      4417,        8711,       5000
 886,          1306,             422,              0,      4435,        8722,       5000
 887,          1307,             422,           1000,      4442,        8733,       6001
 888,          1308,             422,              0,      4442,        8744,       5000
 889,          1309,             422,           1000,      4454,        8755,       6001
 890,          1310,             422,              0,      4453,        8766,       7002
 891,          1311,             422,              0,      4468,        8777,       5001
 892,          1312,             422,              0,      4474,        8788,       6001
 893,          1313,             422,            999,      4478,        8799,       6001
 894,          1315,             423,              0,      4489,        8810,       6002
 895,          1317,             424,           1000,      4500,        8821,       4999
 896,          1320,             426,            999,      4495,        8832,       5001
 897,          1321,             426,           1000,      4501,        8843,       5002
 898,          1322,             426,              0,      4516,        8854,       6001
 899,          1324,             427,              0,      4524,        8865,       5001
 900,          1325,             427,              0,      4509,        8876,       5001
 901,          1326,             427,              0,      4518,        8887,       5001
 902,          1327,             427,           1000,      4514,        8898,       5001
 903,          1329,             428,            999,      4519,        8909,       6002
 904,          1330,             428,            998,      4555,        8920,       5000
 905,          1331,             428,              0,      4558,        8931,       6001
 906,          1332,             428,            999,      4572,        8942,       5002
 907,          1333,             428,           1000,      4566,        8953,       6000
 908,          1334,             428,           1000,      4558,        8964,       5000
 909,          1337,             430,           1000,      4557,        8975,       6001
 910,          1341,             433,            999,      4555,        8986,       5000
 911,          1342,             433,              0,      4571,        8997,       6001
 912,          1343,             433,            999,      4585,        9008,       5000
 913,          1345,             434,              0,      4587,        9019,       5000
 914,          1346,             434,            999,      4583,        9030,       6001
 915,          1347,             434,              0,      4600,        9041,       5001
 916,          1348,             434,           1000,      4597,        9052,       5988
 917,          1349,             434,           1001,      4604,        9063,       5001
 918,          1350,             434,            999,      4604,        9074,       6002
 919,          1352,             435,            999,      4623,        9085,       5001
 920,          1353,             435,              0,      4621,        9096,       6000
 921,          1354,             435,              0,      4624,        9107,       5000
 922,          1356,             436,              0,      4631,        9118,       5000
 923,          1357,             436,           1001,      4643,        9129,       4999
 924,          1358,             436,           1000,      4657,        9140,       6000
 925,          1359,             436,           1000,      4658,        9151,       5001
 926,          1361,             437,              0,      4659,        9162,       6001
 927,          1362,             437,              0,      4663,        9173,       5000
 928,          1363,             437,           1000,      4697,        9184,       5001
 929,          1364,             437,              0,      4701,        9195,       5000
 930,          1367,             439,           1000,      4686,        9206,       5000
 931,          1371,             442,           1000,      4704,        9217,       5001
 932,          1372,             442,              0,      4703,        9228,       6000
 933,          1373,             442,              0,      4706,        9239,       5001
 934,          1375,             443,            999,      4713,        9250,       5001
 935,          1376,             443,            999,      4727,        9261,       5000
 936,          1377,             443,              0,      4736,        9272,       5999
 937,          1378,             443,              0,      4738,        9283,       5001
 938,          1379,             443,           1000,      4750,        9294,       5001
 939,          1380,             443,           1000,      4746,        9305,       5001
 940,          1382,             444,              0,      4758,        9316,       5001
 941,          1385,             446,              0,      4758,        9327,       6001
 942,          1388,             448,              0,      4779,        9338,       5001
 943,          1389,             448,           1000,      4778,        9349,       5000
 944,          1390,             448,           1000,      4787,        9360,       5001
 945,          1392,             449,              0,      4792,        9371,       6002
 946,          1393,             449,              0,      4806,        9382,       5002
 947,          1394,             449,           1000,      4814,        9393,       5000
 948,          1396,             450,           1000,      4792,        9404,       6000
 949,          1398,             451,              0,      4794,        9415,       5002
 950,          1399,             451,            999,      4814,        9426,       5000
 951,          1400,             451,              0,      4833,        9437,       5001
 952,          1401,             451,            999,      4828,        9448,       5000
 953,          1402,             451,            999,      4829,        9459,       5002
 954,          1403,             451,              0,      4856,        9470,       6001
 955,          1404,             451,              0,      4850,        9481,       5000
 956,          1406,             452,           1000,      4856,        9492,       5001
 957,          1407,             452,              0,      4868,        9503,       6000
 958,          1409,             453,           1000,      4877,        9514,       5000
 959,          1410,             453,           1001,      4892,        9525,       5000
 960,          1411,             453,              0,      4885,        9536,       6001
 961,          1412,             453,           1000,      4891,        9547,       5000
 962,          1413,             453,              0,      4911,        9558,       6001
 963,          1414,             453,              0,      4917,        9569,       5000
 964,          1415,             453,           1001,      4918,        9580,       5999
 965,          1416,             453,           1001,      4918,        9591,       6000
 966,          1417,             453,           1000,      4927,        9602,       6001
 967,          1418,             453,           1000,      4937,        9613,       6001
 968,          1420,             454,            999,      4940,        9624,       6002
 969,          1422,             455,            999,      4945,        9635,       6000
 970,          1424,             456,              0,      4942,        9646,       5001
 971,          1425,             456,              0,      4958,        9657,       6000
 972,          1426,             456,           1000,      4962,        9668,       6001
 973,          1428,             457,           1000,      4968,        9679,       6002
 974,          1429,             457,           1000,      4969,        9690,       6000
 975,          1431,             458,           1000,      4993,        9701,       5354
 976,          1432,             458,              0,      4969,        9712,       5001
 977,          1433,             458,              0,      4972,        9723,       7001
 978,          1434,             458,              0,      4986,        9734,       5001
 979,          1436,             459,              0,      4990,        9745,       6001
 980,          1437,             459,           1001,      5023,        9756,       6000
 981,          1441,             462,              0,      5023,        9767,       5000
 982,          1442,             462,              0,      5035,        9778,       6002
 983,          1443,             462,            999,      5048,        9789,       6001
 984,          1444,             462,           1000,      5041,        9800,       5001
 985,          1446,             463,              0,      5045,        9811,       5000
 986,          1447,             463,              0,      5058,        9822,       6000
 987,          1448,             463,           1000,      5058,        9833,       6001
 988,          1449,             463,              0,      5072,        9844,       5001
 989,          1450,             463,              0,      5076,        9855,       6001
 990,          1451,             463,           1000,      5084,        9866,       6001
 991,          1452,             463,              0,      5078,        9877,       5000
 992,          1453,             463,              0,      5102,        9888,       6002
 993,          1455,             464,            999,      5103,        9899,       6001
 994,          1456,             464,              0,      5116,        9910,       6000
 995,          1457,             464,              0,      5123,        9921,       5001
 996,          1458,             464,              0,      5131,        9932,       5001
 997,          1459,             464,              0,      5130,        9943,       6001
 998,          1460,             464,           1000,      5136,        9954,       6001
 999,          1463,             466,              0,      5146,        9965,       5001
1000,          1465,             467,              0,      5150,        9976,       5001
