    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 1530,              ,                ,               ,     14266,       16312,      12001
 1531,              ,                ,               ,     14288,       16324,      13003
 1532,              ,                ,               ,     14289,       16336,      12002
 1533,              ,                ,               ,     14289,       16348,      12002
 1534,              ,                ,               ,     14335,       16360,      12002
 1535,              ,                ,               ,     14315,       16372,      12002
 1536,              ,                ,               ,     14335,       16384,      12002
 1537,              ,                ,               ,     14344,       16396,      12003
 1538,              ,                ,               ,     14370,       16408,      12002
 1539,              ,                ,               ,     14381,       16420,      12002
 1540,              ,                ,               ,     14353,       16432,      13002
 1541,              ,                ,               ,     14366,       16444,      13002
 1542,              ,                ,               ,     14423,       16456,      13002
 1543,              ,                ,               ,     14439,       16468,      12002
 1544,              ,                ,               ,     14407,       16480,      12002
 1545,              ,                ,               ,     14415,       16492,      12003
 1546,              ,                ,               ,     14434,       16504,      13002
 1547,              ,                ,               ,     14449,       16516,      12002
 1548,              ,                ,               ,     14487,       16528,      12002
 1549,              ,                ,               ,     14505,       16540,      12228
 1550,              ,                ,               ,     14498,       16552,      13002
 1551,              ,                ,               ,     14508,       16564,      13002
 1552,              ,                ,               ,     14509,       16576,      12002
 1553,              ,                ,               ,     14522,       16588,      12002
 1554,              ,                ,               ,     14549,       16600,      12002
 1555,              ,                ,               ,     14536,       16612,      12003
 1556,              ,                ,               ,     14556,       16624,      13002
 1557,              ,                ,               ,     14578,       16636,      13003
 1558,              ,                ,               ,     14572,       16648,      13002
 1559,              ,                ,               ,     14580,       16660,      12002
 1560,              ,                ,               ,     14614,       16672,      12002
 1561,              ,                ,               ,     14614,       16684,      12003
 1562,              ,                ,               ,     14627,       16696,      12002
 1563,              ,                ,               ,     14649,       16708,      12003
 1564,              ,                ,               ,     14676,       16720,      13002
 1565,              ,                ,               ,     14683,       16732,      12002
 1566,              ,                ,               ,     14709,       16744,      12002
 1567,              ,                ,               ,     14692,       16756,      12068
 1568,              ,                ,               ,     14646,       16768,      12525
 1569,              ,                ,               ,     14662,       16780,      12509
 1570,              ,                ,               ,     14696,       16792,      12600
 1571,              ,                ,               ,     14695,       16804,      11901
 1572,              ,                ,               ,     14728,       16816,      12508
 1573,              ,                ,               ,     14751,       16828,      12028
 1574,              ,                ,               ,     14760,       16840,      11627
 1575,              ,                ,               ,     14785,       16852,      12678
 1576,              ,                ,               ,     14782,       16864,      12522
 1577,              ,                ,               ,     14787,       16876,      12792
 1578,              ,                ,               ,     14799,       16888,      12594
 1579,              ,                ,               ,     14804,       16900,      12407
 1580,              ,                ,               ,     14808,       16912,      11544
 1581,              ,                ,               ,     14826,       16924,      12522
 1582,              ,                ,               ,     14845,       16936,      12479
 1583,              ,                ,               ,     14846,       16948,      12765
 1584,              ,                ,               ,     14833,       16960,      13520
 1585,              ,                ,               ,     14845,       16972,      12895
 1586,              ,                ,               ,     14880,       16984,      13016
 1587,              ,                ,               ,     14886,       16996,      11981
 1588,              ,                ,               ,     14881,       17008,      12547
 1589,              ,                ,               ,     14909,       17020,      12927
 1590,              ,                ,               ,     14936,       17032,      13028
 1591,              ,                ,               ,     14944,       17044,      12809
 1592,              ,                ,               ,     14940,       17056,      12519
 1593,              ,                ,               ,     14953,       17068,      13124
 1594,              ,                ,               ,     14957,       17080,      12525
 1595,              ,                ,               ,     14969,       17092,      12507
 1596,              ,                ,               ,     14987,       17104,      13554
 1597,              ,                ,               ,     14983,       17116,      12181
 1598,              ,                ,               ,     15027,       17128,      12709
 1599,              ,                ,               ,     15019,       17140,      13609
 1600,              ,                ,               ,     15024,       17152,      13003
 1601,              ,                ,               ,     15034,       17164,      12999
 1602,              ,                ,               ,     15081,       17176,      12031
 1603,              ,                ,               ,     15075,       17188,      12973
 1604,              ,                ,               ,     15063,       17200,      12996
 1605,              ,                ,               ,     15082,       17212,      12502
 1606,              ,                ,               ,     15104,       17224,      12054
 1607,              ,                ,               ,     15103,       17236,      12000
 1608,              ,                ,               ,     15133,       17248,      12503
 1609,              ,                ,               ,     15141,       17260,      13443
 1610,              ,                ,               ,     15153,       17272,      12522
 1611,              ,                ,               ,     15155,       17284,      12533
 1612,              ,                ,               ,     15180,       17296,      13729
 1613,              ,                ,               ,     15193,       17308,      12763
 1614,              ,                ,               ,     15198,       17320,      12011
 1615,              ,                ,               ,     15205,       17332,      13002
 1616,              ,                ,               ,     15212,       17344,      13000
 1617,              ,                ,               ,     15223,       17356,      11502
 1618,              ,                ,               ,     15234,       17368,      13002
 1619,              ,                ,               ,     15250,       17380,      13000
 1620,              ,                ,               ,     15241,       17392,      12945
 1621,              ,                ,               ,     15259,       17404,      12678
 1622,              ,                ,               ,     15294,       17416,      12490
 1623,              ,                ,               ,     15310,       17428,      12619
 1624,              ,                ,               ,     15293,       17440,      13710
 1625,              ,                ,               ,     15303,       17452,      12868
 1626,              ,                ,               ,     15296,       17464,      13029
 1627,              ,                ,               ,     15313,       17476,      13655
 1628,              ,                ,               ,     15357,       17488,      13470
 1629,              ,                ,               ,     15348,       17500,      13051
 1630,              ,                ,               ,     15360,       17512,      13509
 1631,              ,                ,               ,     15390,       17524,      13472
 1632,              ,                ,               ,     15351,       17536,      13494
 1633,              ,                ,               ,     15362,       17548,      13000
 1634,              ,                ,               ,     15391,       17560,      13027
 1635,              ,                ,               ,     15406,       17572,      13527
 1636,              ,                ,               ,     15429,       17584,      13036
 1637,              ,                ,               ,     15461,       17596,      12837
 1638,              ,                ,               ,     15457,       17608,      13019
 1639,              ,                ,               ,     15476,       17620,      13158
 1640,              ,                ,               ,     15446,       17632,      13026
 1641,              ,                ,               ,     15455,       17644,      13483
 1642,              ,                ,               ,     15455,       17656,      13522
 1643,              ,                ,               ,     15491,       17668,      12338
 1644,              ,                ,               ,     15486,       17680,      12559
 1645,              ,                ,               ,     15507,       17692,      13010
 1646,              ,                ,               ,     15541,       17704,      12876
 1647,              ,                ,               ,     15525,       17716,      16088
 1648,              ,                ,               ,     15559,       17728,      13643
 1649,              ,                ,               ,     15576,       17740,      13530
 1650,              ,                ,               ,     15590,       17752,      15419
 1651,              ,                ,               ,     15592,       17764,      13422
 1652,              ,                ,               ,     15613,       17776,      13568
 1653,              ,                ,               ,     15616,       17788,      12509
 1654,              ,                ,               ,     15616,       17800,      13051
 1655,              ,                ,               ,     15653,       17812,      13651
 1656,              ,                ,               ,     15605,       17824,      13541
 1657,              ,                ,               ,     15612,       17836,      12140
 1658,              ,                ,               ,     15647,       17848,      13524
 1659,              ,                ,               ,     15656,       17860,      13409
 1660,              ,                ,               ,     15675,       17872,      14108
 1661,              ,                ,               ,     15692,       17884,      13960
 1662,              ,                ,               ,     15707,       17896,      13503
 1663,              ,                ,               ,     15679,       17908,      14443
 1664,              ,                ,               ,     15709,       17920,      13117
 1665,              ,                ,               ,     15724,       17932,      14437
 1666,              ,                ,               ,     15769,       17944,      13995
 1667,              ,                ,               ,     15782,       17956,      13073
 1668,              ,                ,               ,     15764,       17968,      13690
 1669,              ,                ,               ,     15763,       17980,      13520
 1670,              ,                ,               ,     15800,       17992,      13550
 1671,              ,                ,               ,     15814,       18004,      13509
 1672,              ,                ,               ,     15782,       18016,      13445
 1673,              ,                ,               ,     15794,       18028,      14362
 1674,              ,                ,               ,     15836,       18040,      13528
 1675,              ,                ,               ,     15850,       18052,      14098
 1676,              ,                ,               ,     15866,       18064,      14000
 1677,              ,                ,               ,     15895,       18076,      14418
 1678,              ,                ,               ,     15863,       18088,      14582
 1679,              ,                ,               ,     15895,       18100,      14118
 1680,              ,                ,               ,     15929,       18112,      14330
 1681,              ,                ,               ,     15928,       18124,      13971
 1682,              ,                ,               ,     15963,       18136,      14543
 1683,              ,                ,               ,     15976,       18148,      14071
 1684,              ,                ,               ,     15957,       18160,      13909
 1685,              ,                ,               ,     15950,       18172,      14054
 1686,              ,                ,               ,     15969,       18184,      13402
 1687,              ,                ,               ,     15980,       18196,      14028
 1688,              ,                ,               ,     15989,       18208,      13521
 1689,              ,                ,               ,     16008,       18220,      13915
 1690,              ,                ,               ,     16021,       18232,      14310
 1691,              ,                ,               ,     16035,       18244,      13930
 1692,              ,                ,               ,     16061,       18256,      14060
 1693,              ,                ,               ,     16057,       18268,      13311
 1694,              ,                ,               ,     16066,       18280,      13551
 1695,              ,                ,               ,     16084,       18292,      13873
 1696,              ,                ,               ,     16083,       18304,      14138
 1697,              ,                ,               ,     16092,       18316,      13148
 1698,              ,                ,               ,     16116,       18328,      14652
 1699,              ,                ,               ,     16134,       18340,      14240
 1700,              ,                ,               ,     16108,       18352,      14250
 1701,              ,                ,               ,     16124,       18364,      13520
 1702,              ,                ,               ,     16116,       18376,      13229
 1703,              ,                ,               ,     16126,       18388,      13396
 1704,              ,                ,               ,     16140,       18400,      13523
 1705,              ,                ,               ,     16157,       18412,      13967
 1706,              ,                ,               ,     16176,       18424,      14046
 1707,              ,                ,               ,     16169,       18436,      13880
 1708,              ,                ,               ,     16185,       18448,      14171
 1709,              ,                ,               ,     16207,       18460,      14869
 1710,              ,                ,               ,     16231,       18472,      14062
 1711,              ,                ,               ,     16268,       18484,      13204
 1712,              ,                ,               ,     16242,       18496,      14225
 1713,              ,                ,               ,     16255,       18508,      14075
 1714,              ,                ,               ,     16253,       18520,      14634
 1715,              ,                ,               ,     16269,       18532,      13452
 1716,              ,                ,               ,     16274,       18544,      14319
 1717,              ,                ,               ,     16272,       18556,      13521
 1718,              ,                ,               ,     16314,       18568,      14057
 1719,              ,                ,               ,     16320,       18580,      13752
 1720,              ,                ,               ,     16360,       18592,      14191
 1721,              ,                ,               ,     16375,       18604,      14777
 1722,              ,                ,               ,     16378,       18616,      14518
 1723,              ,                ,               ,     16386,       18628,      14101
 1724,              ,                ,               ,     16391,       18640,      14525
 1725,              ,                ,               ,     16401,       18652,      14110
 1726,              ,                ,               ,     16397,       18664,      14079
 1727,              ,                ,               ,     16402,       18676,      14679
 1728,              ,                ,               ,     16420,       18688,      14228
 1729,              ,                ,               ,     16437,       18700,      13819
 1730,              ,                ,               ,     16471,       18712,      14140
 1731,              ,                ,               ,     16469,       18724,      14023
 1732,              ,                ,               ,     16466,       18736,      14060
 1733,              ,                ,               ,     16480,       18748,      14154
 1734,              ,                ,               ,     16511,       18760,      14777
 1735,              ,                ,               ,     16512,       18772,      13894
 1736,              ,                ,               ,     16532,       18784,      13327
 1737,              ,                ,               ,     16549,       18796,      13836
 1738,              ,                ,               ,     16542,       18808,      14053
 1739,              ,                ,               ,     16548,       18820,      14217
 1740,              ,                ,               ,     16544,       18832,      13535
 1741,              ,                ,               ,     16566,       18844,      15159
 1742,              ,                ,               ,     16576,       18856,      14022
 1743,              ,                ,               ,     16589,       18868,      14095
 1744,              ,                ,               ,     16596,       18880,      14565
 1745,              ,                ,               ,     16599,       18892,      14769
 1746,              ,                ,               ,     16628,       18904,      14522
 1747,              ,                ,               ,     16639,       18916,      14132
 1748,              ,                ,               ,     16618,       18928,      14576
 1749,              ,                ,               ,     16616,       18940,      14313
 1750,              ,                ,               ,     16682,       18952,      15014
 1751,              ,                ,               ,     16692,       18964,      15358
 1752,              ,                ,               ,     16678,       18976,      14672
 1753,              ,                ,               ,     16699,       18988,      14777
 1754,              ,                ,               ,     16688,       19000,      14087
 1755,              ,                ,               ,     16720,       19012,      14078
 1756,              ,                ,               ,     16730,       19024,      13108
 1757,              ,                ,               ,     16750,       19036,      14358
 1758,              ,                ,               ,     16726,       19048,      13229
 1759,              ,                ,               ,     16713,       19060,      14373
 1760,              ,                ,               ,     16771,       19072,      14234
 1761,              ,                ,               ,     16780,       19084,      14420
 1762,              ,                ,               ,     16778,       19096,      14135
 1763,              ,                ,               ,     16801,       19108,      14034
 1764,              ,                ,               ,     16797,       19120,      14069
 1765,              ,                ,               ,     16806,       19132,      13860
 1766,              ,                ,               ,     16835,       19144,      14572
 1767,              ,                ,               ,     16829,       19156,      14715
 1768,              ,                ,               ,     16896,       19168,      13546
 1769,              ,                ,               ,     16905,       19180,      14029
 1770,              ,                ,               ,     16900,       19192,      13509
 1771,              ,                ,               ,     16926,       19204,      14245
 1772,              ,                ,               ,     16889,       19216,      14907
 1773,              ,                ,               ,     16903,       19228,      14029
 1774,              ,                ,               ,     16928,       19240,      14524
 1775,              ,                ,               ,     16956,       19252,      14069
 1776,              ,                ,               ,     16927,       19264,      14510
 1777,              ,                ,               ,     16930,       19276,      13523
 1778,              ,                ,               ,     16957,       19288,      14590
 1779,              ,                ,               ,     16976,       19300,      14496
 1780,              ,                ,               ,     16990,       19312,      14524
 1781,              ,                ,               ,     16995,       19324,      14959
 1782,              ,                ,               ,     16958,       19336,      14192
 1783,              ,                ,               ,     17021,       19348,      14321
 1784,              ,                ,               ,     17025,       19360,      14528
 1785,              ,                ,               ,     17040,       19372,      14212
 1786,              ,                ,               ,     17044,       19384,      14247
 1787,              ,                ,               ,     17058,       19396,      14011
 1788,              ,                ,               ,     17078,       19408,      14782
 1789,              ,                ,               ,     17105,       19420,      15227
 1790,              ,                ,               ,     17094,       19432,      14480
 1791,              ,                ,               ,     17100,       19444,      13524
 1792,              ,                ,               ,     17134,       19456,      14530
 1793,              ,                ,               ,     17143,       19468,      14570
 1794,              ,                ,               ,     17155,       19480,      13914
 1795,              ,                ,               ,     17166,       19492,      13738
 1796,              ,                ,               ,     17165,       19504,      13745
 1797,              ,                ,               ,     17169,       19516,      13509
 1798,              ,                ,               ,     17199,       19528,      13985
 1799,              ,                ,               ,     17190,       19540,      13972
 1800,              ,                ,               ,     17253,       19552,      13929
 1801,              ,                ,               ,     17267,       19564,      13662
 1802,              ,                ,               ,     17219,       19576,      13926
 1803,              ,                ,               ,     17240,       19588,      14972
 1804,              ,                ,               ,     17265,       19600,      14595
 1805,              ,                ,               ,     17268,       19612,      13965
 1806,              ,                ,               ,     17236,       19624,      13939
 1807,              ,                ,               ,     17274,       19636,      13508
 1808,              ,                ,               ,     17308,       19648,      14587
 1809,              ,                ,               ,     17313,       19660,      13075
 1810,              ,                ,               ,     17343,       19672,      14814
 1811,              ,                ,               ,     17344,       19684,      15033
 1812,              ,                ,               ,     17348,       19696,      15347
 1813,              ,                ,               ,     17362,       19708,      15143
 1814,              ,                ,               ,     17349,       19720,      14458
 1815,              ,                ,               ,     17385,       19732,      14013
 1816,              ,                ,               ,     17398,       19744,      14511
 1817,              ,                ,               ,     17408,       19756,      14983
 1818,              ,                ,               ,     17412,       19768,      14550
 1819,              ,                ,               ,     17427,       19780,      14948
 1820,              ,                ,               ,     17431,       19792,      13992
 1821,              ,                ,               ,     17444,       19804,      14028
 1822,              ,                ,               ,     17480,       19816,      13978
 1823,              ,                ,               ,     17439,       19828,      14497
 1824,              ,                ,               ,     17480,       19840,      14527
 1825,              ,                ,               ,     17488,       19852,      15029
 1826,              ,                ,               ,     17508,       19864,      14946
 1827,              ,                ,               ,     17522,       19876,      15056
 1828,              ,                ,               ,     17514,       19888,      13879
 1829,              ,                ,               ,     17521,       19900,      14561
 1830,              ,                ,               ,     17544,       19912,      15003
 1831,              ,                ,               ,     17565,       19924,      15354
 1832,              ,                ,               ,     17562,       19936,      14440
 1833,              ,                ,               ,     17561,       19948,      15679
 1834,              ,                ,               ,     17593,       19960,      14616
 1835,              ,                ,               ,     17611,       19972,      13900
 1836,              ,                ,               ,     17576,       19984,      13997
 1837,              ,                ,               ,     17586,       19996,      14504
 1838,              ,                ,               ,     17642,       20008,      14525
 1839,              ,                ,               ,     17654,       20020,      14980
 1840,              ,                ,               ,     17649,       20032,      14014
 1841,              ,                ,               ,     17681,       20044,      15004
 1842,              ,                ,               ,     17690,       20056,      14288
 1843,              ,                ,               ,     17693,       20068,      14660
 1844,              ,                ,               ,     17725,       20080,      15527
 1845,              ,                ,               ,     17724,       20092,      14525
 1846,              ,                ,               ,     17765,       20104,      15476
 1847,              ,                ,               ,     17777,       20116,      14990
 1848,              ,                ,               ,     17763,       20128,      14499
 1849,              ,                ,               ,     17779,       20140,      14997
 1850,              ,                ,               ,     17771,       20152,      15028
 1851,              ,                ,               ,     17782,       20164,      14326
 1852,              ,                ,               ,     17746,       20176,      14527
 1853,              ,                ,               ,     17779,       20188,      14794
 1854,              ,                ,               ,     17815,       20200,      14918
 1855,              ,                ,               ,     17832,       20212,      15424
 1856,              ,                ,               ,     17823,       20224,      15141
 1857,              ,                ,               ,     17831,       20236,      15037
 1858,              ,                ,               ,     17842,       20248,      15122
 1859,              ,                ,               ,     17849,       20260,      15440
 1860,              ,                ,               ,     17875,       20272,      14732
 1861,              ,                ,               ,     17896,       20284,      16007
 1862,              ,                ,               ,     17879,       20296,      14506
 1863,              ,                ,               ,     17880,       20308,      14695
 1864,              ,                ,               ,     17880,       20320,      14806
 1865,              ,                ,               ,     17892,       20332,      14965
 1866,              ,                ,               ,     17918,       20344,      14979
 1867,              ,                ,               ,     17909,       20356,      14538
 1868,              ,                ,               ,     17929,       20368,      14979
 1869,              ,                ,               ,     17957,       20380,      15190
 1870,              ,                ,               ,     17965,       20392,      14357
 1871,              ,                ,               ,     17999,       20404,      15033
 1872,              ,                ,               ,     18012,       20416,      14998
 1873,              ,                ,               ,     18023,       20428,      15027
 1874,              ,                ,               ,     18043,       20440,      15024
 1875,              ,                ,               ,     18034,       20452,      15466
 1876,              ,                ,               ,     18057,       20464,      15522
 1877,              ,                ,               ,     18067,       20476,      15061
 1878,              ,                ,               ,     18089,       20488,      14909
 1879,              ,                ,               ,     18124,       20500,      15511
 1880,              ,                ,               ,     18067,       20512,      15974
 1881,              ,                ,               ,     18078,       20524,      15524
 1882,              ,                ,               ,     18133,       20536,      15054
 1883,              ,                ,               ,     18141,       20548,      15428
 1884,              ,                ,               ,     18129,       20560,      15473
 1885,              ,                ,               ,     18143,       20572,      15028
 1886,              ,                ,               ,     18161,       20584,      15523
 1887,              ,                ,               ,     18189,       20596,      15486
 1888,              ,                ,               ,     18139,       20608,      15523
 1889,              ,                ,               ,     18151,       20620,      15444
 1890,              ,                ,               ,     18195,       20632,      14497
 1891,              ,                ,               ,     18194,       20644,      14998
 1892,              ,                ,               ,     18179,       20656,      15534
 1893,              ,                ,               ,     18183,       20668,      15029
 1894,              ,                ,               ,     18246,       20680,      15417
 1895,              ,                ,               ,     18280,       20692,      15026
 1896,              ,                ,               ,     18263,       20704,      15525
 1897,              ,                ,               ,     18284,       20716,      15948
 1898,              ,                ,               ,     18301,       20728,      15966
 1899,              ,                ,               ,     18323,       20740,      15036
 1900,              ,                ,               ,     18311,       20752,      14472
 1901,              ,                ,               ,     18308,       20764,      14857
 1902,              ,                ,               ,     18288,       20776,      15231
 1903,              ,                ,               ,     18317,       20788,      14626
 1904,              ,                ,               ,     18318,       20800,      16286
 1905,              ,                ,               ,     18341,       20812,      16061
 1906,              ,                ,               ,     18352,       20824,      15959
 1907,              ,                ,               ,     18393,       20836,      15597
 1908,              ,                ,               ,     18383,       20848,      15393
 1909,              ,                ,               ,     18397,       20860,      15510
 1910,              ,                ,               ,     18402,       20872,      14520
 1911,              ,                ,               ,     18422,       20884,      14865
 1912,              ,                ,               ,     18457,       20896,      15845
 1913,              ,                ,               ,     18460,       20908,      15996
 1914,              ,                ,               ,     18463,       20920,      15539
 1915,              ,                ,               ,     18473,       20932,      15681
 1916,              ,                ,               ,     18485,       20944,      15508
 1917,              ,                ,               ,     18465,       20956,      15769
 1918,              ,                ,               ,     18487,       20968,      15508
 1919,              ,                ,               ,     18503,       20980,      15729
 1920,              ,                ,               ,     18546,       20992,      15806
 1921,              ,                ,               ,     18559,       21004,      15560
 1922,              ,                ,               ,     18571,       21016,      15406
 1923,              ,                ,               ,     18586,       21028,      16489
 1924,              ,                ,               ,     18584,       21040,      16031
 1925,              ,                ,               ,     18594,       21052,      15027
 1926,              ,                ,               ,     18624,       21064,      15939
 1927,              ,                ,               ,     18614,       21076,      15329
 1928,              ,                ,               ,     18613,       21088,      15143
 1929,              ,                ,               ,     18613,       21100,      14528
 1930,              ,                ,               ,     18624,       21112,      15520
 1931,              ,                ,               ,     18644,       21124,      15013
 1932,              ,                ,               ,     18709,       21136,      15982
 1933,              ,                ,               ,     18714,       21148,      15184
 1934,              ,                ,               ,     18711,       21160,      15046
 1935,              ,                ,               ,     18700,       21172,      14837
 1936,              ,                ,               ,     18693,       21184,      15466
 1937,              ,                ,               ,     18703,       21196,      16038
 1938,              ,                ,               ,     18703,       21208,      15384
 1939,              ,                ,               ,     18732,       21220,      16291
 1940,              ,                ,               ,     18727,       21232,      16199
 1941,              ,                ,               ,     18745,       21244,      16501
 1942,              ,                ,               ,     18732,       21256,      15525
 1943,              ,                ,               ,     18769,       21268,      15971
 1944,              ,                ,               ,     18787,       21280,      16043
 1945,              ,                ,               ,     18783,       21292,      15957
 1946,              ,                ,               ,     18796,       21304,      15672
 1947,              ,                ,               ,     18797,       21316,      15050
 1948,              ,                ,               ,     18850,       21328,      14989
 1949,              ,                ,               ,     18836,       21340,      16042
 1950,              ,                ,               ,     18840,       21352,      15011
 1951,              ,                ,               ,     18863,       21364,      16462
 1952,              ,                ,               ,     18884,       21376,      15750
 1953,              ,                ,               ,     18894,       21388,      16031
 1954,              ,                ,               ,     18871,       21400,      16183
 1955,              ,                ,               ,     18880,       21412,      15005
 1956,              ,                ,               ,     18899,       21424,      15521
 1957,              ,                ,               ,     18904,       21436,      15991
 1958,              ,                ,               ,     18907,       21448,      16049
 1959,              ,                ,               ,     18963,       21460,      15508
 1960,              ,                ,               ,     18947,       21472,      16682
 1961,              ,                ,               ,     18955,       21484,      16031
 1962,              ,                ,               ,     18976,       21496,      15726
 1963,              ,                ,               ,     18968,       21508,      14998
 1964,              ,                ,               ,     19017,       21520,      16046
 1965,              ,                ,               ,     19002,       21532,      15953
 1966,              ,                ,               ,     19039,       21544,      16509
 1967,              ,                ,               ,     19015,       21556,      15523
 1968,              ,                ,               ,     19073,       21568,      15228
 1969,              ,                ,               ,     19085,       21580,      16038
 1970,              ,                ,               ,     19113,       21592,      16506
 1971,              ,                ,               ,     19129,       21604,      16521
 1972,              ,                ,               ,     19087,       21616,      15933
 1973,              ,                ,               ,     19114,       21628,      14945
 1974,              ,                ,               ,     19142,       21640,      15417
 1975,              ,                ,               ,     19137,       21652,      16149
 1976,              ,                ,               ,     19126,       21664,      16525
 1977,              ,                ,               ,     19143,       21676,      16037
 1978,              ,                ,               ,     19178,       21688,      15441
 1979,              ,                ,               ,     19192,       21700,      16528
 1980,              ,                ,               ,     19176,       21712,      15965
 1981,              ,                ,               ,     19208,       21724,      15473
 1982,              ,                ,               ,     19249,       21736,      15963
 1983,              ,                ,               ,     19226,       21748,      15540
 1984,              ,                ,               ,     19217,       21760,      15520
 1985,              ,                ,               ,     19224,       21772,      16047
 1986,              ,                ,               ,     19241,       21784,      16931
 1987,              ,                ,               ,     19263,       21796,      16509
 1988,              ,                ,               ,     19285,       21808,      15524
 1989,              ,                ,               ,     19298,       21820,      16527
 1990,              ,                ,               ,     19268,       21832,      16934
 1991,              ,                ,               ,     19316,       21844,      15977
 1992,              ,                ,               ,     19287,       21856,      16004
 1993,              ,                ,               ,     19303,       21868,      15997
 1994,              ,                ,               ,     19309,       21880,      16034
 1995,              ,                ,               ,     19310,       21892,      16053
 1996,              ,                ,               ,     19359,       21904,      16029
 1997,              ,                ,               ,     19356,       21916,      15985
 1998,              ,                ,               ,     19354,       21928,      16902
 1999,              ,                ,               ,     19365,       21940,      16995
 2000,              ,                ,               ,     19447,       21952,      16046
 2001,              ,                ,               ,     19455,       21964,      15956
 2002,              ,                ,               ,     19423,       21976,      15994
 2003,              ,                ,               ,     19448,       21988,      16042
 2004,              ,                ,               ,     19462,       22000,      16739
 2005,              ,                ,               ,     19474,       22012,      16182
 2006,              ,                ,               ,     19467,       22024,      16036
 2007,              ,                ,               ,     19483,       22036,      15698
 2008,              ,                ,               ,     19526,       22048,      15996
 2009,              ,                ,               ,     19535,       22060,      16031
 2010,              ,                ,               ,     19520,       22072,      16028
 2011,              ,                ,               ,     19523,       22084,      15519
 2012,              ,                ,               ,     19551,       22096,      15994
 2013,              ,                ,               ,     19555,       22108,      17097
 2014,              ,                ,               ,     19522,       22120,      17012
 2015,              ,                ,               ,     19529,       22132,      16506
 2016,              ,                ,               ,     19599,       22144,      17387
 2017,              ,                ,               ,     19600,       22156,      16451
 2018,              ,                ,               ,     19628,       22168,      16002
 2019,              ,                ,               ,     19639,       22180,      16042
 2020,              ,                ,               ,     19633,       22192,      16442
 2021,              ,                ,               ,     19638,       22204,      17027
 2022,              ,                ,               ,     19684,       22216,      16525
 2023,              ,                ,               ,     19660,       22228,      16438
 2024,              ,                ,               ,     19670,       22240,      16504
 2025,              ,                ,               ,     19670,       22252,      16563
 2026,              ,                ,               ,     19702,       22264,      15975
 2027,              ,                ,               ,     19727,       22276,      16530
 2028,              ,                ,               ,     19696,       22288,      16026
 2029,              ,                ,               ,     19710,       22300,      16557
