1, 3, 0, 1693913489443104.5, 2, 0, 1693913489443104.5
2, 9, 0, 1693913489444504.5, 14, 1, 1693913489444504.5
3, 15, 0, 1693913489444504.5, 40, 3, 1693913489444504.5
4, 21, 0, 1693913489445007.5, 69, 6, 1693913489445007.5
5, 27, 0, 1693913489445007.5, 100, 9, 1693913489445007.5
6, 35, 1, 1693913489445007.5, 133, 12, 1693913489445007.5
7, 45, 3, 1693913489446010.2, 168, 16, 1693913489446010.2
8, 45, 0, 1693913489446010.2, 202, 21, 1693913489446010.2
9, 51, 0, 1693913489447011.2, 238, 25, 1693913489447011.2
10, 57, 0, 1693913489447011.2, 275, 28, 1693913489447011.2
